IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
15.236.18.77,2082,0,false,ORD,North America,Chicago,183,0.00
3.101.107.137,2096,0,false,ORD,North America,Chicago,183,0.00
18.175.60.119,2096,0,false,ORD,North America,Chicago,183,0.00
52.47.79.25,2053,0,false,ORD,North America,Chicago,183,0.00
54.215.22.12,2052,0,false,ORD,North America,Chicago,183,0.00
35.158.99.192,8880,0,false,ORD,North America,Chicago,183,0.00
18.144.31.104,2096,0,false,ORD,North America,Chicago,183,0.00
13.56.115.179,8080,0,false,ORD,North America,Chicago,183,0.00
13.38.115.167,2095,0,false,ORD,North America,Chicago,183,0.00
3.101.105.217,2083,0,false,ORD,North America,Chicago,183,0.00
3.67.189.45,2083,0,false,ORD,North America,Chicago,183,0.00
176.116.21.131,2083,80,false,LHR,Europe,London,183,0.00
54.215.56.3,2096,0,false,ORD,North America,Chicago,183,0.00
3.67.204.110,80,0,false,ORD,North America,Chicago,183,0.00
35.158.99.192,2083,0,false,ORD,North America,Chicago,183,0.00
18.175.60.119,2095,0,false,ORD,North America,Chicago,183,0.00
18.175.61.161,2096,0,false,ORD,North America,Chicago,183,0.00
50.18.243.164,2096,0,false,ORD,North America,Chicago,183,0.00
13.57.56.228,2087,0,false,ORD,North America,Chicago,183,0.00
3.255.168.34,2086,0,false,ORD,North America,Chicago,183,0.00
50.18.243.164,2083,0,false,ORD,North America,Chicago,183,0.00
15.236.18.77,2096,0,false,ORD,North America,Chicago,183,0.00
3.75.243.62,2052,0,false,ORD,North America,Chicago,183,0.00
54.215.62.8,2083,0,false,ORD,North America,Chicago,183,0.00
15.236.51.195,8080,0,false,ORD,North America,Chicago,183,0.00
176.116.21.19,2095,80,false,LHR,Europe,London,183,0.00
3.67.189.45,2096,0,false,ORD,North America,Chicago,183,0.00
52.47.79.25,443,0,false,ORD,North America,Chicago,183,0.00
54.183.238.10,2095,0,false,ORD,North America,Chicago,183,0.00
15.237.84.29,2053,0,false,ORD,North America,Chicago,183,0.00
15.236.179.125,2095,0,false,ORD,North America,Chicago,183,0.00
52.53.225.45,443,0,false,ORD,North America,Chicago,183,0.00
3.255.247.166,443,0,false,ORD,North America,Chicago,183,0.00
3.76.193.0,2087,0,false,ORD,North America,Chicago,183,0.00
176.116.21.140,2095,80,false,LHR,Europe,London,183,0.00
52.53.125.37,2095,0,false,ORD,North America,Chicago,183,0.00
176.116.21.96,2096,80,false,LHR,Europe,London,183,0.00
34.255.213.20,8080,0,false,ORD,North America,Chicago,183,0.00
176.116.21.127,2095,80,false,LHR,Europe,London,183,0.00
18.201.71.150,443,0,false,ORD,North America,Chicago,183,0.00
15.237.125.91,80,0,false,ORD,North America,Chicago,183,0.00
176.116.21.129,2053,80,false,LHR,Europe,London,183,0.00
176.116.21.104,2083,80,false,LHR,Europe,London,183,0.00
54.215.192.74,2087,0,false,ORD,North America,Chicago,183,0.00
52.16.67.104,2082,0,false,ORD,North America,Chicago,183,0.00
52.16.67.104,2087,0,false,ORD,North America,Chicago,183,0.00
54.153.85.124,8880,0,false,ORD,North America,Chicago,183,0.00
15.237.123.243,2095,0,false,ORD,North America,Chicago,183,0.00
3.75.240.70,2086,0,false,ORD,North America,Chicago,183,0.00
3.255.247.166,2095,0,false,ORD,North America,Chicago,183,0.00
176.116.21.88,2096,80,false,LHR,Europe,London,183,0.00
176.116.21.180,2083,80,false,LHR,Europe,London,183,0.00
176.116.21.32,2082,80,false,LHR,Europe,London,183,0.00
50.18.243.164,8443,0,false,ORD,North America,Chicago,183,0.00
15.237.107.93,8080,0,false,ORD,North America,Chicago,183,0.00
34.246.191.240,80,0,false,ORD,North America,Chicago,183,0.00
54.77.104.172,8880,0,false,ORD,North America,Chicago,183,0.00
50.18.243.164,2095,0,false,ORD,North America,Chicago,183,0.00
54.176.51.75,2096,0,false,ORD,North America,Chicago,183,0.00
63.35.220.225,2082,0,false,ORD,North America,Chicago,183,0.00
18.130.118.106,80,0,false,LHR,Europe,London,183,0.00
3.67.204.110,8080,0,false,ORD,North America,Chicago,183,0.00
176.116.21.101,2095,80,false,LHR,Europe,London,183,0.00
3.67.204.110,2086,0,false,ORD,North America,Chicago,183,0.00
18.175.61.161,2052,0,false,ORD,North America,Chicago,183,0.00
54.219.120.119,2087,0,false,ORD,North America,Chicago,183,0.00
176.116.21.102,2087,80,false,LHR,Europe,London,183,0.00
15.237.123.243,8443,0,false,ORD,North America,Chicago,183,0.00
54.153.85.124,2083,0,false,ORD,North America,Chicago,183,0.00
3.101.105.217,443,0,false,ORD,North America,Chicago,183,0.00
3.70.15.127,2095,0,false,ORD,North America,Chicago,183,0.00
79.125.75.79,8080,0,false,ORD,North America,Chicago,183,0.00
54.219.120.119,8443,0,false,ORD,North America,Chicago,183,0.00
176.116.21.19,2083,80,false,LHR,Europe,London,183,0.00
176.116.21.127,2083,80,false,LHR,Europe,London,184,0.00
15.236.51.195,2095,0,false,ORD,North America,Chicago,184,0.00
3.101.67.111,2095,0,false,ORD,North America,Chicago,184,0.00
3.75.234.64,2083,0,false,ORD,North America,Chicago,184,0.00
35.180.40.191,2082,0,false,ORD,North America,Chicago,184,0.00
34.242.59.145,2052,0,false,ORD,North America,Chicago,184,0.00
34.245.183.147,2086,0,false,ORD,North America,Chicago,184,0.00
13.38.115.167,2082,0,false,ORD,North America,Chicago,184,0.00
54.176.110.124,2052,0,false,ORD,North America,Chicago,184,0.00
52.16.67.104,80,0,false,ORD,North America,Chicago,184,0.00
15.237.107.93,2083,0,false,ORD,North America,Chicago,184,0.00
54.217.173.176,2053,0,false,ORD,North America,Chicago,184,0.00
18.202.233.63,8880,0,false,ORD,North America,Chicago,184,0.00
52.47.89.4,2087,0,false,ORD,North America,Chicago,184,0.00
52.47.147.12,80,0,false,ORD,North America,Chicago,184,0.00
3.255.168.34,2052,0,false,ORD,North America,Chicago,184,0.00
15.237.125.91,2096,0,false,ORD,North America,Chicago,184,0.00
176.116.21.77,2083,80,false,LHR,Europe,London,184,0.00
52.19.229.176,80,0,false,ORD,North America,Chicago,184,0.00
34.245.159.61,2087,0,false,ORD,North America,Chicago,184,0.00
54.217.173.176,2082,0,false,ORD,North America,Chicago,184,0.00
15.237.125.91,2087,0,false,ORD,North America,Chicago,184,0.00
3.70.15.127,8443,0,false,ORD,North America,Chicago,184,0.00
54.216.161.247,8443,0,false,ORD,North America,Chicago,184,0.00
18.202.233.63,8443,0,false,ORD,North America,Chicago,184,0.00
34.255.213.20,2053,0,false,ORD,North America,Chicago,184,0.00
52.47.147.12,2053,0,false,ORD,North America,Chicago,184,0.00
15.236.51.195,2082,0,false,ORD,North America,Chicago,184,0.00
52.19.229.176,443,0,false,ORD,North America,Chicago,184,0.00
3.77.152.11,2053,0,false,ORD,North America,Chicago,184,0.00
18.195.204.154,8880,0,false,ORD,North America,Chicago,184,0.00
18.203.243.192,2083,0,false,ORD,North America,Chicago,184,0.00
3.67.189.45,2086,0,false,ORD,North America,Chicago,184,0.00
18.144.43.129,2052,0,false,ORD,North America,Chicago,184,0.00
34.254.200.82,8080,0,false,ORD,North America,Chicago,184,0.00
52.47.79.25,2052,0,false,ORD,North America,Chicago,184,0.00
18.144.31.104,2086,0,false,ORD,North America,Chicago,184,0.00
3.76.188.86,2083,0,false,ORD,North America,Chicago,184,0.00
34.255.213.20,8443,0,false,ORD,North America,Chicago,184,0.00
3.67.189.45,443,0,false,ORD,North America,Chicago,184,0.00
3.67.189.45,8080,0,false,ORD,North America,Chicago,184,0.00
15.236.203.14,2053,0,false,ORD,North America,Chicago,184,0.00
15.237.123.243,2082,0,false,ORD,North America,Chicago,184,0.00
15.236.18.77,2053,0,false,ORD,North America,Chicago,184,0.00
54.215.192.74,8443,0,false,ORD,North America,Chicago,184,0.00
54.215.22.12,8443,0,false,ORD,North America,Chicago,185,0.00
18.144.31.104,80,0,false,ORD,North America,Chicago,185,0.00
34.245.159.61,80,0,false,ORD,North America,Chicago,185,0.00
79.125.75.79,443,0,false,ORD,North America,Chicago,185,0.00
13.49.80.201,8443,0,false,ORD,North America,Chicago,185,0.00
13.48.177.73,2086,0,false,ORD,North America,Chicago,185,0.00
3.71.29.39,2096,0,false,ORD,North America,Chicago,185,0.00
3.255.168.34,2096,0,false,ORD,North America,Chicago,185,0.00
51.20.249.140,8443,0,false,ORD,North America,Chicago,185,0.00
13.49.72.150,2095,0,false,ORD,North America,Chicago,185,0.00
176.116.21.97,2083,80,false,LHR,Europe,London,185,0.00
15.236.203.14,443,0,false,ORD,North America,Chicago,185,0.00
34.255.213.20,2086,0,false,ORD,North America,Chicago,185,0.00
52.16.67.104,2083,0,false,ORD,North America,Chicago,185,0.00
35.180.27.158,2096,0,false,ORD,North America,Chicago,185,0.00
13.49.72.66,2052,0,false,ORD,North America,Chicago,185,0.00
16.16.182.59,2087,0,false,ORD,North America,Chicago,185,0.00
52.16.67.104,8880,0,false,ORD,North America,Chicago,185,0.00
54.216.161.247,2053,0,false,ORD,North America,Chicago,185,0.00
16.16.204.233,2096,0,false,ORD,North America,Chicago,185,0.00
54.215.22.12,2082,0,false,ORD,North America,Chicago,185,0.00
176.116.21.41,2052,80,false,LHR,Europe,London,185,0.00
3.255.119.102,2095,0,false,ORD,North America,Chicago,185,0.00
3.71.29.39,8080,0,false,ORD,North America,Chicago,185,0.00
16.16.204.233,80,0,false,ORD,North America,Chicago,185,0.00
18.144.43.129,8880,0,false,ORD,North America,Chicago,185,0.00
3.76.188.86,2053,0,false,ORD,North America,Chicago,185,0.00
3.76.119.68,2095,0,false,ORD,North America,Chicago,185,0.00
176.116.21.100,2095,80,false,LHR,Europe,London,185,0.00
13.51.106.76,2082,0,false,ORD,North America,Chicago,185,0.00
13.51.193.227,8880,0,false,ORD,North America,Chicago,185,0.00
35.181.8.62,2083,0,false,ORD,North America,Chicago,185,0.00
3.76.188.86,8443,0,false,ORD,North America,Chicago,185,0.00
3.71.27.173,2052,0,false,ORD,North America,Chicago,185,0.00
35.180.27.158,8080,0,false,ORD,North America,Chicago,185,0.00
13.51.106.76,8880,0,false,ORD,North America,Chicago,185,0.00
35.181.5.6,2053,0,false,ORD,North America,Chicago,185,0.00
176.116.21.19,2096,80,false,LHR,Europe,London,185,0.00
176.116.21.157,2052,0,false,LHR,Europe,London,185,0.00
13.38.17.32,8443,0,false,ORD,North America,Chicago,185,0.00
16.16.182.59,443,0,false,ORD,North America,Chicago,185,0.00
13.49.23.72,80,0,false,ORD,North America,Chicago,185,0.00
34.254.200.82,80,0,false,ORD,North America,Chicago,185,0.00
3.76.119.68,8080,0,false,ORD,North America,Chicago,185,0.00
13.48.177.73,2096,0,false,ORD,North America,Chicago,185,0.00
34.252.189.195,2082,0,false,ORD,North America,Chicago,185,0.00
16.16.182.59,8880,0,false,ORD,North America,Chicago,185,0.00
51.20.98.194,2096,0,false,ORD,North America,Chicago,185,0.00
13.60.5.171,8080,0,false,ORD,North America,Chicago,185,0.00
34.254.200.82,2052,0,false,ORD,North America,Chicago,185,0.00
13.49.80.201,2082,0,false,ORD,North America,Chicago,185,0.00
176.116.21.32,2096,80,false,LHR,Europe,London,185,0.00
51.20.134.98,2087,0,false,ORD,North America,Chicago,185,0.00
54.215.62.8,2082,0,false,ORD,North America,Chicago,185,0.00
35.181.9.6,2087,0,false,ORD,North America,Chicago,185,0.00
34.219.251.241,2095,0,false,ORD,North America,Chicago,185,0.00
176.116.21.36,2086,80,false,LHR,Europe,London,185,0.00
34.252.189.195,2083,0,false,ORD,North America,Chicago,185,0.00
16.170.230.254,2052,0,false,ORD,North America,Chicago,185,0.00
51.21.134.90,2095,0,false,ORD,North America,Chicago,185,0.00
13.51.106.76,2086,0,false,ORD,North America,Chicago,185,0.00
18.144.43.129,2053,0,false,ORD,North America,Chicago,185,0.00
3.255.247.166,2083,0,false,ORD,North America,Chicago,185,0.00
13.48.177.73,2087,0,false,ORD,North America,Chicago,186,0.00
79.125.75.79,8880,0,false,ORD,North America,Chicago,186,0.00
16.170.0.206,443,443,true,ARN,Europe,Stockholm,186,0.00
13.49.72.150,80,0,false,ORD,North America,Chicago,186,0.00
51.20.249.140,2052,0,false,ORD,North America,Chicago,186,0.00
54.216.161.247,2052,0,false,ORD,North America,Chicago,186,0.00
13.49.80.201,2095,0,false,ORD,North America,Chicago,186,0.00
18.201.71.150,8880,0,false,ORD,North America,Chicago,186,0.00
51.20.98.194,2086,0,false,ORD,North America,Chicago,186,0.00
51.21.134.90,2052,0,false,ORD,North America,Chicago,186,0.00
3.122.249.88,80,0,false,ORD,North America,Chicago,186,0.00
176.116.21.100,2096,80,false,LHR,Europe,London,186,0.00
16.16.182.59,80,0,false,ORD,North America,Chicago,186,0.00
54.76.111.118,80,0,false,ORD,North America,Chicago,186,0.00
16.16.204.233,2086,0,false,ORD,North America,Chicago,186,0.00
15.236.18.77,2087,0,false,ORD,North America,Chicago,186,0.00
16.171.115.196,2087,0,false,ORD,North America,Chicago,186,0.00
18.144.18.138,2095,0,false,ORD,North America,Chicago,186,0.00
16.16.204.233,8443,0,false,ORD,North America,Chicago,186,0.00
18.144.16.13,2082,0,false,ORD,North America,Chicago,186,0.00
13.60.7.77,443,0,false,ORD,North America,Chicago,186,0.00
51.20.92.61,2095,0,false,ORD,North America,Chicago,186,0.00
54.212.99.134,2096,0,false,ORD,North America,Chicago,186,0.00
13.49.72.66,80,0,false,ORD,North America,Chicago,186,0.00
176.116.21.85,2052,80,false,LHR,Europe,London,186,0.00
13.49.72.150,2096,0,false,ORD,North America,Chicago,186,0.00
51.20.134.98,2083,0,false,ORD,North America,Chicago,186,0.00
79.125.75.79,2096,0,false,ORD,North America,Chicago,186,0.00
51.20.92.61,2082,0,false,ORD,North America,Chicago,186,0.00
13.51.106.76,2052,0,false,ORD,North America,Chicago,186,0.00
34.255.213.20,80,0,false,ORD,North America,Chicago,186,0.00
16.16.182.59,2096,0,false,ORD,North America,Chicago,186,0.00
18.201.86.89,2095,0,false,ORD,North America,Chicago,186,0.00
13.48.177.73,2082,0,false,ORD,North America,Chicago,186,0.00
13.60.11.23,443,0,false,ORD,North America,Chicago,186,0.00
13.49.80.201,8080,0,false,ORD,North America,Chicago,186,0.00
13.48.177.73,2052,0,false,ORD,North America,Chicago,186,0.00
34.242.253.205,2095,0,false,ORD,North America,Chicago,186,0.00
51.20.106.47,8080,0,false,ORD,North America,Chicago,186,0.00
54.74.148.35,8080,0,false,ORD,North America,Chicago,186,0.00
13.49.80.201,2086,0,false,ORD,North America,Chicago,186,0.00
51.20.249.140,2083,0,false,ORD,North America,Chicago,186,0.00
13.51.193.227,2095,0,false,ORD,North America,Chicago,186,0.00
3.69.255.158,8880,0,false,ORD,North America,Chicago,186,0.00
51.21.134.90,80,0,false,ORD,North America,Chicago,186,0.00
51.20.98.194,2095,0,false,ORD,North America,Chicago,186,0.00
13.60.7.77,2096,0,false,ORD,North America,Chicago,186,0.00
13.48.177.73,8443,0,false,ORD,North America,Chicago,186,0.00
13.60.7.77,80,0,false,ORD,North America,Chicago,186,0.00
34.255.213.20,2095,0,false,ORD,North America,Chicago,186,0.00
18.144.31.104,2087,0,false,ORD,North America,Chicago,186,0.00
13.48.177.73,2053,0,false,ORD,North America,Chicago,186,0.00
34.254.200.82,8880,0,false,ORD,North America,Chicago,186,0.00
3.101.58.141,2087,0,false,ORD,North America,Chicago,186,0.00
54.76.111.118,2082,0,false,ORD,North America,Chicago,186,0.00
54.74.148.35,443,0,false,ORD,North America,Chicago,186,0.00
18.202.233.63,2082,0,false,ORD,North America,Chicago,186,0.00
54.184.44.137,2087,0,false,ORD,North America,Chicago,186,0.00
51.20.249.140,2086,0,false,ORD,North America,Chicago,186,0.00
18.202.233.63,2086,0,false,ORD,North America,Chicago,186,0.00
51.20.106.47,2083,0,false,ORD,North America,Chicago,186,0.00
13.51.193.227,2083,0,false,ORD,North America,Chicago,186,0.00
3.70.208.67,8080,0,false,ORD,North America,Chicago,186,0.00
3.70.208.67,2082,0,false,ORD,North America,Chicago,186,0.00
54.77.104.172,2053,0,false,ORD,North America,Chicago,187,0.00
3.255.119.102,2083,0,false,ORD,North America,Chicago,187,0.00
3.77.152.11,2095,0,false,ORD,North America,Chicago,187,0.00
34.221.16.148,2086,0,false,ORD,North America,Chicago,187,0.00
16.170.163.135,443,0,false,ORD,North America,Chicago,187,0.00
51.20.249.140,2053,0,false,ORD,North America,Chicago,187,0.00
63.35.220.225,443,0,false,ORD,North America,Chicago,187,0.00
34.214.127.73,2096,0,false,ORD,North America,Chicago,187,0.00
51.20.98.194,2083,0,false,ORD,North America,Chicago,187,0.00
34.245.183.147,2096,0,false,ORD,North America,Chicago,187,0.00
52.53.230.23,2053,0,false,ORD,North America,Chicago,187,0.00
51.21.134.90,2083,0,false,ORD,North America,Chicago,187,0.00
52.19.229.176,2052,0,false,ORD,North America,Chicago,187,0.00
13.60.5.171,2096,0,false,ORD,North America,Chicago,187,0.00
16.171.114.107,80,0,false,ORD,North America,Chicago,187,0.00
54.183.241.202,2053,0,false,ORD,North America,Chicago,187,0.00
13.49.72.66,2095,0,false,ORD,North America,Chicago,187,0.00
13.51.193.227,2086,0,false,ORD,North America,Chicago,187,0.00
51.20.249.140,2082,0,false,ORD,North America,Chicago,187,0.00
16.170.230.254,2083,0,false,ORD,North America,Chicago,187,0.00
13.60.7.77,2052,0,false,ORD,North America,Chicago,187,0.00
13.51.106.76,2087,0,false,ORD,North America,Chicago,187,0.00
3.71.29.39,2052,0,false,ORD,North America,Chicago,187,0.00
13.57.27.53,8880,0,false,ORD,North America,Chicago,187,0.00
3.101.132.109,8080,0,false,ORD,North America,Chicago,187,0.00
16.16.204.233,443,0,false,ORD,North America,Chicago,187,0.00
34.242.253.205,2052,0,false,ORD,North America,Chicago,187,0.00
3.101.132.109,2096,0,false,ORD,North America,Chicago,187,0.00
51.20.134.98,8880,0,false,ORD,North America,Chicago,187,0.00
16.170.48.117,443,0,true,ARN,Europe,Stockholm,187,0.00
51.20.249.140,8880,0,false,ORD,North America,Chicago,187,0.00
3.101.58.141,443,0,false,ORD,North America,Chicago,187,0.00
13.49.23.72,2086,0,false,ORD,North America,Chicago,187,0.00
54.183.238.10,80,0,false,ORD,North America,Chicago,187,0.00
3.101.67.111,2086,0,false,ORD,North America,Chicago,187,0.00
51.21.134.90,8880,0,false,ORD,North America,Chicago,187,0.00
13.60.7.77,2082,0,false,ORD,North America,Chicago,187,0.00
16.170.163.135,80,0,false,ORD,North America,Chicago,187,0.00
3.101.67.111,8443,0,false,ORD,North America,Chicago,187,0.00
63.35.220.225,8880,0,false,ORD,North America,Chicago,187,0.00
52.53.225.45,2096,0,false,ORD,North America,Chicago,187,0.00
18.203.243.192,80,0,false,ORD,North America,Chicago,187,0.00
3.101.107.137,2052,0,false,ORD,North America,Chicago,187,0.00
13.49.80.201,8880,0,false,ORD,North America,Chicago,187,0.00
13.51.193.227,443,0,false,ORD,North America,Chicago,187,0.00
13.49.72.150,2052,0,false,ORD,North America,Chicago,187,0.00
54.183.241.202,2095,0,false,ORD,North America,Chicago,187,0.00
50.18.35.69,2096,0,false,ORD,North America,Chicago,187,0.00
51.20.92.61,2086,0,false,ORD,North America,Chicago,187,0.00
54.183.241.202,443,0,false,ORD,North America,Chicago,187,0.00
18.144.48.4,2053,0,false,ORD,North America,Chicago,187,0.00
3.101.58.141,8080,0,false,ORD,North America,Chicago,187,0.00
18.144.31.104,2053,0,false,ORD,North America,Chicago,187,0.00
79.125.75.79,2095,0,false,ORD,North America,Chicago,187,0.00
13.60.7.77,2053,0,false,ORD,North America,Chicago,187,0.00
54.219.0.80,8443,0,false,ORD,North America,Chicago,187,0.00
18.144.16.13,2086,0,false,ORD,North America,Chicago,188,0.00
54.183.241.202,2086,0,false,ORD,North America,Chicago,188,0.00
54.219.0.80,8880,0,false,ORD,North America,Chicago,188,0.00
13.48.177.73,80,0,false,ORD,North America,Chicago,188,0.00
52.53.225.45,2086,0,false,ORD,North America,Chicago,188,0.00
35.88.175.254,8443,0,false,ORD,North America,Chicago,188,0.00
54.153.85.124,2096,0,false,ORD,North America,Chicago,188,0.00
54.215.62.8,2087,0,false,ORD,North America,Chicago,188,0.00
16.16.204.233,8080,0,false,ORD,North America,Chicago,188,0.00
52.53.225.45,2095,0,false,ORD,North America,Chicago,188,0.00
13.60.5.171,8880,0,false,ORD,North America,Chicago,188,0.00
51.21.134.90,8443,0,false,ORD,North America,Chicago,188,0.00
52.53.125.37,8080,0,false,ORD,North America,Chicago,188,0.00
13.49.72.66,2083,0,false,ORD,North America,Chicago,188,0.00
13.57.185.10,80,0,false,ORD,North America,Chicago,188,0.00
50.18.35.69,8443,0,false,ORD,North America,Chicago,188,0.00
13.49.72.150,2083,0,false,ORD,North America,Chicago,188,0.00
52.53.125.37,2052,0,false,ORD,North America,Chicago,188,0.00
52.53.225.45,8080,0,false,ORD,North America,Chicago,188,0.00
3.101.67.111,443,0,false,ORD,North America,Chicago,188,0.00
50.18.35.69,2095,0,false,ORD,North America,Chicago,188,0.00
50.18.35.69,2053,0,false,ORD,North America,Chicago,188,0.00
54.153.85.124,80,0,false,ORD,North America,Chicago,188,0.00
13.49.80.201,2053,0,false,ORD,North America,Chicago,188,0.00
54.76.111.118,2083,0,false,ORD,North America,Chicago,188,0.00
54.176.110.124,80,0,false,ORD,North America,Chicago,188,0.00
51.20.249.140,2087,0,false,ORD,North America,Chicago,188,0.00
54.183.238.10,2052,0,false,ORD,North America,Chicago,188,0.00
13.60.5.171,2086,0,false,ORD,North America,Chicago,188,0.00
16.16.204.233,2095,0,false,ORD,North America,Chicago,188,0.00
18.175.60.119,2086,0,false,ORD,North America,Chicago,188,0.00
50.18.35.69,2087,0,false,ORD,North America,Chicago,188,0.00
54.183.241.202,2052,0,false,ORD,North America,Chicago,188,0.00
3.101.58.141,2082,0,false,ORD,North America,Chicago,188,0.00
15.161.74.249,2095,80,false,MXP,Europe,Milan,188,0.00
13.57.27.53,8080,0,false,ORD,North America,Chicago,188,0.00
54.183.238.10,8443,0,false,ORD,North America,Chicago,188,0.00
18.144.16.13,8880,0,false,ORD,North America,Chicago,188,0.00
3.101.105.217,8880,0,false,ORD,North America,Chicago,188,0.00
50.18.35.69,8880,0,false,ORD,North America,Chicago,188,0.00
54.219.0.80,2096,0,false,ORD,North America,Chicago,188,0.00
54.183.241.202,8880,0,false,ORD,North America,Chicago,188,0.00
18.201.71.150,2095,0,false,ORD,North America,Chicago,188,0.00
16.16.182.59,2095,0,false,ORD,North America,Chicago,188,0.00
54.183.238.10,2053,0,false,ORD,North America,Chicago,188,0.00
13.60.7.77,2086,0,false,ORD,North America,Chicago,188,0.00
51.20.106.47,2086,0,false,ORD,North America,Chicago,188,0.00
3.101.105.217,8080,0,false,ORD,North America,Chicago,188,0.00
52.53.125.37,443,0,false,ORD,North America,Chicago,188,0.00
51.20.91.180,2082,0,false,ORD,North America,Chicago,188,0.00
52.53.230.23,80,0,false,ORD,North America,Chicago,188,0.00
51.21.134.90,2082,0,false,ORD,North America,Chicago,188,0.00
13.60.7.77,2083,0,false,ORD,North America,Chicago,188,0.00
16.171.114.107,443,0,false,ORD,North America,Chicago,188,0.00
35.181.8.62,2087,0,false,ORD,North America,Chicago,188,0.00
34.254.200.82,2096,0,false,ORD,North America,Chicago,188,0.00
35.92.226.116,2083,0,false,ORD,North America,Chicago,188,0.00
51.21.134.90,443,0,false,ORD,North America,Chicago,188,0.00
51.20.134.98,80,0,false,ORD,North America,Chicago,188,0.00
13.56.115.179,8880,0,false,ORD,North America,Chicago,188,0.00
54.219.0.80,2082,0,false,ORD,North America,Chicago,188,0.00
13.49.23.72,8443,0,false,ORD,North America,Chicago,188,0.00
51.21.134.90,2053,0,false,ORD,North America,Chicago,188,0.00
18.201.86.89,80,0,false,ORD,North America,Chicago,188,0.00
18.203.243.192,2052,0,false,ORD,North America,Chicago,188,0.00
52.53.230.23,2096,0,false,ORD,North America,Chicago,188,0.00
54.153.85.124,2087,0,false,ORD,North America,Chicago,188,0.00
51.20.134.98,2095,0,false,ORD,North America,Chicago,188,0.00
52.53.230.23,8080,0,false,ORD,North America,Chicago,188,0.00
18.144.43.129,8080,0,false,ORD,North America,Chicago,188,0.00
34.254.200.82,2095,0,false,ORD,North America,Chicago,188,0.00
13.49.23.72,443,0,false,ORD,North America,Chicago,188,0.00
18.100.124.0,8443,0,true,MAD,Europe,Madrid,189,0.00
35.180.133.145,80,0,false,ORD,North America,Chicago,189,0.00
51.20.106.47,2053,0,false,ORD,North America,Chicago,189,0.00
54.215.192.74,8080,0,false,ORD,North America,Chicago,189,0.00
3.125.123.23,8443,0,false,ORD,North America,Chicago,189,0.00
54.215.56.3,8880,0,false,ORD,North America,Chicago,189,0.00
54.219.120.119,80,0,false,ORD,North America,Chicago,189,0.00
3.101.58.141,2053,0,false,ORD,North America,Chicago,189,0.00
13.49.23.72,8880,0,false,ORD,North America,Chicago,189,0.00
3.68.65.85,8880,0,false,ORD,North America,Chicago,189,0.00
3.65.11.165,2096,0,false,ORD,North America,Chicago,189,0.00
51.20.106.47,2096,0,false,ORD,North America,Chicago,189,0.00
34.214.127.73,8443,0,false,ORD,North America,Chicago,189,0.00
3.123.28.47,2083,0,false,ORD,North America,Chicago,189,0.00
13.38.34.226,2096,0,false,ORD,North America,Chicago,189,0.00
50.18.243.164,443,0,false,ORD,North America,Chicago,189,0.00
18.157.78.22,2052,0,false,FRA,Europe,Frankfurt,189,0.00
18.144.16.13,2096,0,false,ORD,North America,Chicago,189,0.00
18.144.16.13,2083,0,false,ORD,North America,Chicago,189,0.00
35.92.226.116,2053,0,false,ORD,North America,Chicago,189,0.00
51.20.91.180,2095,0,false,ORD,North America,Chicago,189,0.00
54.215.192.74,2052,0,false,ORD,North America,Chicago,189,0.00
176.116.21.74,2096,80,false,LHR,Europe,London,189,0.00
3.67.189.45,8880,0,false,ORD,North America,Chicago,189,0.00
34.214.127.73,80,0,false,ORD,North America,Chicago,189,0.00
13.49.72.66,8080,0,false,ORD,North America,Chicago,189,0.00
54.215.56.3,2087,0,false,ORD,North America,Chicago,189,0.00
3.123.28.47,2053,0,false,ORD,North America,Chicago,189,0.00
3.101.67.111,2052,0,false,ORD,North America,Chicago,189,0.00
51.20.106.47,8880,0,false,ORD,North America,Chicago,189,0.00
54.176.110.124,2086,0,false,ORD,North America,Chicago,190,0.00
51.20.106.47,443,0,false,ORD,North America,Chicago,190,0.00
3.101.58.141,8880,0,false,ORD,North America,Chicago,190,0.00
54.215.62.8,80,0,false,ORD,North America,Chicago,190,0.00
18.144.48.4,2083,0,false,ORD,North America,Chicago,190,0.00
3.123.3.39,2087,0,false,ORD,North America,Chicago,190,0.00
3.76.193.0,2095,0,false,ORD,North America,Chicago,190,0.00
18.144.48.4,8080,0,false,ORD,North America,Chicago,190,0.00
34.222.112.127,443,0,false,ORD,North America,Chicago,190,0.00
54.184.44.137,2053,0,false,ORD,North America,Chicago,190,0.00
52.24.100.247,8443,0,false,ORD,North America,Chicago,190,0.00
18.197.118.240,443,0,false,ORD,North America,Chicago,190,0.00
34.219.251.241,8443,0,false,ORD,North America,Chicago,190,0.00
3.122.249.88,2086,0,false,ORD,North America,Chicago,190,0.00
3.123.3.39,8080,0,false,ORD,North America,Chicago,190,0.00
35.180.27.158,2087,0,false,ORD,North America,Chicago,190,0.00
15.161.40.69,2083,80,false,MXP,Europe,Milan,190,0.00
54.215.22.12,8880,0,false,ORD,North America,Chicago,190,0.00
18.195.204.154,8080,0,false,ORD,North America,Chicago,190,0.00
3.76.193.0,2086,0,false,ORD,North America,Chicago,190,0.00
163.123.174.219,2083,80,false,SEA,North America,Seattle,190,0.00
54.215.56.3,80,0,false,ORD,North America,Chicago,190,0.00
